Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)
76	Spectrogram 1	1	3638.115564655	3639.447222484	1956.451	4066.780	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	38.1156	3000.000	2062.500	3937.500	1875.000
77	Spectrogram 1	1	3638.555262995	3639.108026622	109.913	1560.764	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	38.5553	515.625	117.188	1335.938	1218.750
78	Spectrogram 1	1	3636.545213441	3637.060288639	131.896	1187.060	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	36.5452	515.625	140.625	1078.125	937.500
79	Spectrogram 1	1	3634.761294463	3635.326620900	65.948	1538.782	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	34.7613	468.750	70.312	1312.500	1242.188
80	Spectrogram 1	1	3627.060292112	3627.474864832	43.965	923.269	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	27.0603	210.938	46.875	820.312	773.438
81	Spectrogram 1	1	3619.962304626	3620.464817015	87.930	1011.199	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	19.9623	445.312	93.750	890.625	796.875
82	Spectrogram 1	1	3642.261291859	3642.738678628	197.843	1362.921	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	42.2613	585.938	234.375	1265.625	1031.250
83	Spectrogram 1	1	3645.376868666	3645.879381055	109.913	1340.938	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	45.3769	398.438	117.188	1195.312	1078.125
84	Spectrogram 1	1	3645.489933954	3647.072847977	2132.312	3912.902	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	45.4899	3023.438	2226.562	3796.875	1570.312
85	Spectrogram 1	1	3642.047724094	3643.115562919	1670.677	3956.867	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	42.0477	2835.938	1781.250	3820.312	2039.062
86	Spectrogram 1	1	3650.364304120	3650.917067748	219.826	1340.938	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	50.3643	585.938	257.812	1218.750	960.938
87	Spectrogram 1	1	3652.751237965	3653.241187544	175.861	1384.903	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	52.7512	539.062	187.500	1265.625	1078.125
88	Spectrogram 1	1	3655.678372627	3656.180885015	153.878	1516.799	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	55.6784	539.062	187.500	1335.938	1148.438
89	Spectrogram 1	1	3653.756262742	3655.113046190	1868.521	3978.850	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	53.7563	2906.250	1945.312	3843.750	1898.438
90	Spectrogram 1	1	3650.037671068	3651.293952039	1912.486	3956.867	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	50.0377	2929.688	2015.625	3820.312	1804.688
91	Spectrogram 1	1	3656.884402359	3658.015055233	1868.521	4132.728	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	56.8844	2976.562	1945.312	4007.812	2062.500
92	Spectrogram 1	1	3626.281397910	3627.072854921	2154.294	3363.337	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	26.2814	2812.500	2203.125	3304.688	1101.562
93	Spectrogram 1	1	4801.708542120	4802.638190039	21.983	945.252	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	1.7085	328.125	46.875	750.000	703.125
94	Spectrogram 1	1	4803.844219771	4804.233666872	109.913	967.234	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	3.8442	421.875	117.188	820.312	703.125
95	Spectrogram 1	1	4804.522611495	4804.962309835	43.965	813.356	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	4.5226	304.688	46.875	726.562	679.688
96	Spectrogram 1	1	4800.125628097	4800.527638008	131.896	967.234	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	0.1256	445.312	140.625	820.312	679.688
97	Spectrogram 1	1	4846.570335589	4846.909531451	175.861	2066.364	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	46.5703	585.938	210.938	1828.125	1617.188
98	Spectrogram 1	1	4842.952246393	4843.354256303	219.826	2044.381	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	42.9522	632.812	257.812	1851.562	1593.750
99	Spectrogram 1	1	4840.163302637	4840.489935690	197.843	2066.364	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	40.1633	609.375	234.375	1851.562	1617.188
100	Spectrogram 1	1	4833.077877962	4833.429636634	351.722	2044.381	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	33.0779	726.562	421.875	1875.000	1453.125
101	Spectrogram 1	1	4836.105515102	4836.507525012	285.774	2132.312	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	36.1055	703.125	328.125	1898.438	1570.312
102	Spectrogram 1	1	4838.203504323	4838.718579521	285.774	2066.364	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	38.2035	632.812	351.562	1828.125	1476.562
103	Spectrogram 1	1	4803.932159439	4820.288937679	65.948	4154.710	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	3.9322	773.438	140.625	2484.375	2343.750
104	Spectrogram 1	1	6004.221104062	6004.798993309	219.826	2506.016	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	4.2211	937.500	257.812	2296.875	2039.062
105	Spectrogram 1	1	6007.437183347	6008.040198213	131.896	2593.946	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	7.4372	796.875	164.062	2320.312	2156.250
106	Spectrogram 1	1	6031.909536659	6032.324109379	593.530	1494.816	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	31.9095	1007.812	632.812	1429.688	796.875
107	Spectrogram 1	1	6027.713558216	6028.002502840	43.965	1450.851	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	27.7136	351.562	46.875	1289.062	1242.188
108	Spectrogram 1	1	6036.482399393	6036.959786162	21.983	1121.112	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	36.4824	234.375	23.438	1007.812	984.375
109	Spectrogram 1	1	6039.170840670	6039.472348103	1253.008	3912.902	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	39.1708	2226.562	1289.062	3750.000	2460.938
110	Spectrogram 1	1	6040.263805115	6040.804005932	131.896	901.286	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	40.2638	351.562	140.625	843.750	703.125
111	Spectrogram 1	1	7200.050251239	7220.075369914	43.965	4154.710	S1130_048K_LVR_10458035_20250526_180000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_180000.flac	0.0503	820.312	117.188	3421.875	3304.688
112	Spectrogram 1	1	8407.713565161	8408.027635404	3033.598	4154.710	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	7.7136	3585.938	3070.312	4078.125	1007.812
113	Spectrogram 1	1	8412.148236988	8412.675874996	2220.242	4176.693	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	12.1482	3210.938	2296.875	4054.688	1757.812
114	Spectrogram 1	1	8416.633160054	8417.123109632	2396.103	4242.641	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	16.6332	3328.125	2507.812	4148.438	1640.625
115	Spectrogram 1	1	8437.600489457	8438.228629942	2352.138	3978.850	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	37.6005	3187.500	2460.938	3890.625	1429.688
116	Spectrogram 1	1	8439.020086954	8439.547724962	2506.016	3715.058	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	39.0201	3117.188	2554.688	3632.812	1078.125
117	Spectrogram 1	1	8431.507526748	8431.884411040	2791.789	3781.006	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	31.5075	3281.250	2835.938	3726.562	890.625
118	Spectrogram 1	1	8425.891950809	8426.268835100	2703.859	3912.902	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	25.8920	3304.688	2765.625	3843.750	1078.125
119	Spectrogram 1	1	8421.846726083	8422.336675661	2703.859	3671.093	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	21.8467	3187.500	2765.625	3609.375	843.750
120	Spectrogram 1	1	8441.444709228	8442.248729049	2506.016	3693.076	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	41.4447	3093.750	2578.125	3609.375	1031.250
121	Spectrogram 1	1	8443.542698449	8444.422095128	1340.938	3824.971	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	43.5427	2343.750	1429.688	3656.250	2226.562
122	Spectrogram 1	1	8447.060285167	8448.253752089	1099.130	3737.041	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	47.0603	2296.875	1171.875	3562.500	2390.625
123	Spectrogram 1	1	8452.047720621	8452.788926394	2791.789	3802.989	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	52.0477	3210.938	2859.375	3726.562	867.188
124	Spectrogram 1	1	8453.102996637	8453.668323074	241.809	2352.138	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	53.1030	843.750	304.688	2179.688	1875.000
125	Spectrogram 1	1	8454.597970992	8455.452242052	175.861	3099.546	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	54.5980	1054.688	210.938	2906.250	2695.312
126	Spectrogram 1	1	8455.615558578	8456.206010635	351.722	2681.876	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	55.6156	1031.250	421.875	2460.938	2039.062
127	Spectrogram 1	1	8431.381898651	8432.110541614	813.356	1604.729	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	31.3819	1125.000	843.750	1523.438	679.688
128	Spectrogram 1	1	8428.668331754	8429.459788766	659.478	1516.799	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	28.6683	1007.812	703.125	1453.125	750.000
129	Spectrogram 1	1	8433.391948205	8433.919586212	0.000	1121.112	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	33.3920	187.500	23.438	960.938	937.500
130	Spectrogram 1	1	8433.957274641	8434.585415127	417.669	1494.816	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	33.9573	796.875	445.312	1382.812	937.500
131	Spectrogram 1	1	8437.047725830	8437.751243173	703.443	1450.851	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	37.0477	1031.250	750.000	1406.250	656.250
132	Spectrogram 1	1	8438.128127465	8438.542700185	0.000	1121.112	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	38.1281	187.500	23.438	960.938	937.500
133	Spectrogram 1	1	8411.708538648	8412.324116324	571.547	1670.677	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	11.7085	960.938	609.375	1570.312	960.938
134	Spectrogram 1	1	9653.542694977	9654.183398272	241.809	3143.511	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	53.5427	1804.688	304.688	2882.812	2578.125
135	Spectrogram 1	1	9655.753749485	9656.356764351	219.826	3077.563	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	55.7537	1734.375	257.812	2859.375	2601.562
136	Spectrogram 1	1	9659.610532066	9659.949727928	307.756	2637.911	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	59.6105	1007.812	351.562	2414.062	2062.500
137	Spectrogram 1	1	9617.964817883	9618.768837704	659.478	1538.782	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	17.9648	1031.250	703.125	1476.562	773.438
138	Spectrogram 1	1	9619.434666619	9620.012555865	857.321	1406.886	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	19.4347	1078.125	867.188	1382.812	515.625
139	Spectrogram 1	1	9621.746223605	9622.449740949	725.426	1450.851	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	21.7462	1031.250	750.000	1406.250	656.250
140	Spectrogram 1	1	10801.419597497	10801.972361124	2484.033	3890.919	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	1.4196	3140.625	2531.250	3796.875	1265.625
141	Spectrogram 1	1	10805.502510652	10806.168339567	2396.103	3846.954	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	5.5025	3093.750	2484.375	3750.000	1265.625
142	Spectrogram 1	1	10809.409544471	10809.949745289	2923.685	3517.215	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	9.4095	3257.812	2953.125	3492.188	539.062
143	Spectrogram 1	1	10813.077884906	10813.768839440	2549.981	3802.989	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	13.0779	3164.062	2601.562	3726.562	1125.000
144	Spectrogram 1	1	10817.437179875	10818.417079032	2747.824	4066.780	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	17.4372	3351.562	2812.500	3984.375	1171.875
145	Spectrogram 1	1	10828.718582993	10829.899487106	2198.259	4242.641	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	28.7186	3187.500	2296.875	4101.562	1804.688
146	Spectrogram 1	1	10832.675868051	10833.278882917	2659.894	3824.971	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	32.6759	3210.938	2718.750	3750.000	1031.250
147	Spectrogram 1	1	10834.158279597	10834.597977937	989.217	1758.608	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	34.1583	1335.938	1031.250	1710.938	679.688
148	Spectrogram 1	1	10824.597981409	10825.062805368	263.791	1033.182	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	24.5980	562.500	281.250	984.375	703.125
149	Spectrogram 1	1	10844.560286035	10845.188426521	241.809	2615.929	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	44.5603	1054.688	281.250	2414.062	2132.812
