Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)	Source	Shape	Pulses
2428	Spectrogram 1	1	16218.065300000	16218.442180000	3475.128	3901.524	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	18.0653	3609.375	3539.062	3773.438	234.375			1
2429	Spectrogram 1	1	16218.354300000	16218.693500000	3304.569	3688.326	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	18.3543	3539.062	3328.125	3632.812	304.688			1
2430	Spectrogram 1	1	16218.706000000	16219.170830000	3325.889	3773.605	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	18.7060	3562.500	3328.125	3750.000	421.875			1
2431	Spectrogram 1	1	16218.894500000	16219.309070000	2963.453	3453.808	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	18.8945	3351.562	3070.312	3421.875	351.562			1
2432	Spectrogram 1	1	16219.158300000	16219.610570000	3219.290	3794.925	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	19.1583	3562.500	3304.688	3750.000	445.312			1
2433	Spectrogram 1	1	16219.773900000	16220.125660000	3261.930	3645.686	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	19.7739	3468.750	3328.125	3609.375	281.250			1
2434	Spectrogram 1	1	16219.811500000	16220.100450000	3048.732	3496.448	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	19.8115	3375.000	3164.062	3445.312	281.250			1
2435	Spectrogram 1	1	16220.477400000	16220.841720000	3496.448	3816.245	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	20.4774	3609.375	3539.062	3750.000	210.938			1
2436	Spectrogram 1	1	16220.854300000	16221.256310000	3325.889	3560.407	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	20.8543	3398.438	3328.125	3539.062	210.938			1
2437	Spectrogram 1	1	16220.967300000	16221.306500000	3539.087	3709.646	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	20.9673	3609.375	3562.500	3703.125	140.625			1
2438	Spectrogram 1	1	16220.929600000	16221.356740000	2963.453	3240.610	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	20.9296	3093.750	2976.562	3234.375	257.812			1
2439	Spectrogram 1	1	16221.243700000	16221.695960000	3325.889	3453.808	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	21.2437	3375.000	3328.125	3421.875	93.750			1
2440	Spectrogram 1	1	16221.231100000	16221.796420000	3517.767	3709.646	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	21.2311	3609.375	3539.062	3679.688	140.625			1
2441	Spectrogram 1	1	16221.620600000	16222.022610000	3283.250	3453.808	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	21.6206	3375.000	3304.688	3421.875	117.188			1
2442	Spectrogram 1	1	16221.495000000	16221.984950000	3048.732	3304.569	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	21.4950	3164.062	3070.312	3281.250	210.938			1
2443	Spectrogram 1	1	16221.897000000	16222.336700000	3539.087	3752.285	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	21.8970	3632.812	3562.500	3750.000	187.500			1
2444	Spectrogram 1	1	16221.922100000	16222.336680000	3240.610	3475.128	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	21.9221	3375.000	3304.688	3445.312	140.625			1
2445	Spectrogram 1	1	16222.223600000	16222.650740000	3389.849	3730.965	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	22.2236	3585.938	3398.438	3726.562	328.125			1
2446	Spectrogram 1	1	16222.462300000	16222.814060000	3496.448	3794.925	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	22.4623	3609.375	3539.062	3750.000	210.938			1
2447	Spectrogram 1	1	16222.600500000	16222.964830000	3261.930	3560.407	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	22.6005	3375.000	3304.688	3539.062	234.375			1
2448	Spectrogram 1	1	16222.864300000	16223.216060000	3283.250	3560.407	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	22.8643	3398.438	3304.688	3539.062	234.375			1
2449	Spectrogram 1	1	16222.839200000	16223.278900000	2963.453	3261.930	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	22.8392	3117.188	2976.562	3257.812	281.250			1
2450	Spectrogram 1	1	16223.329100000	16223.668290000	3048.732	3347.209	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	23.3291	3304.688	3093.750	3328.125	234.375			1
2451	Spectrogram 1	1	16223.542700000	16223.542700000	3688.326	3688.326	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	23.5427	3679.688	3679.688	3679.688	0.000			
2452	Spectrogram 1	1	16223.655800000	16224.007560000	3475.128	3816.245	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	23.6558	3609.375	3539.062	3750.000	210.938			1
2453	Spectrogram 1	1	16223.731100000	16224.082860000	3027.412	3560.407	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	23.7311	3375.000	3164.062	3539.062	375.000			1
2454	Spectrogram 1	1	16224.007500000	16224.459760000	3389.849	3880.204	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	24.0075	3609.375	3398.438	3773.438	375.000			1
2455	Spectrogram 1	1	16224.233700000	16224.635710000	3134.011	3453.808	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	24.2337	3375.000	3234.375	3421.875	187.500			1
2456	Spectrogram 1	1	16224.484900000	16224.924590000	3304.569	3603.047	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	24.4849	3398.438	3304.688	3585.938	281.250			1
2457	Spectrogram 1	1	16224.560300000	16225.025130000	2984.772	3304.569	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	24.5603	3140.625	3000.000	3281.250	281.250			1
2458	Spectrogram 1	1	16225.000000000	16225.376890000	3070.052	3432.488	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	25.0000	3351.562	3117.188	3421.875	304.688			1
2459	Spectrogram 1	1	16224.748700000	16225.188390000	3389.849	3773.605	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	24.7487	3609.375	3398.438	3750.000	351.562			1
2460	Spectrogram 1	1	16225.326600000	16225.716050000	3603.047	3794.925	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	25.3266	3703.125	3609.375	3773.438	164.062			1
2461	Spectrogram 1	1	16225.402000000	16225.816570000	3368.529	3667.006	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	25.4020	3562.500	3375.000	3656.250	281.250			1
2462	Spectrogram 1	1	16225.565300000	16226.055250000	3240.610	3453.808	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	25.5653	3351.562	3304.688	3421.875	117.188			1
2463	Spectrogram 1	1	16225.804000000	16226.356760000	3475.128	3816.245	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	25.8040	3632.812	3539.062	3750.000	210.938			1
2464	Spectrogram 1	1	16226.155800000	16226.670880000	3176.651	3603.047	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	26.1558	3398.438	3304.688	3585.938	281.250			1
2465	Spectrogram 1	1	16226.457300000	16226.959810000	2984.772	3389.849	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	26.4573	3328.125	3070.312	3375.000	304.688			1
2466	Spectrogram 1	1	16227.022600000	16227.324110000	3581.727	3837.564	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	27.0226	3679.688	3585.938	3773.438	187.500			1
2467	Spectrogram 1	1	16227.135700000	16227.587960000	3496.448	3667.006	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	27.1357	3609.375	3539.062	3656.250	117.188			1
2468	Spectrogram 1	1	16227.198500000	16227.587950000	3325.889	3603.047	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	27.1985	3398.438	3328.125	3585.938	257.812			1
2469	Spectrogram 1	1	16227.587900000	16228.052720000	3453.808	3880.204	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	27.5879	3632.812	3539.062	3773.438	234.375			1
2470	Spectrogram 1	1	16227.361800000	16227.361800000	3730.965	3730.965	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	27.3618	3726.562	3726.562	3726.562	0.000			
2471	Spectrogram 1	1	16227.613100000	16228.002540000	3155.331	3389.849	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	27.6131	3351.562	3234.375	3375.000	140.625			1
2472	Spectrogram 1	1	16228.027600000	16228.442170000	3240.610	3496.448	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	28.0276	3375.000	3304.688	3445.312	140.625			1
2473	Spectrogram 1	1	16228.555300000	16228.957310000	3048.732	3432.488	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	28.5553	3351.562	3140.625	3421.875	281.250			1
2474	Spectrogram 1	1	16228.555300000	16228.969870000	3603.047	3837.564	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	28.5553	3703.125	3609.375	3773.438	164.062			1
2475	Spectrogram 1	1	16228.957300000	16229.371870000	3517.767	3773.605	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	28.9573	3609.375	3539.062	3750.000	210.938			1
2476	Spectrogram 1	1	16228.957300000	16229.434680000	3112.691	3517.767	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	28.9573	3375.000	3234.375	3468.750	234.375			1
2477	Spectrogram 1	1	16229.359300000	16229.824120000	3496.448	3794.925	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	29.3593	3632.812	3539.062	3750.000	210.938			1
2478	Spectrogram 1	1	16229.409500000	16229.836630000	3347.209	3539.087	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	29.4095	3398.438	3351.562	3539.062	187.500			1
2479	Spectrogram 1	1	16229.974900000	16230.452290000	3197.970	3517.767	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	29.9749	3375.000	3304.688	3468.750	164.062			1
2480	Spectrogram 1	1	16230.364300000	16230.665810000	2984.772	3325.889	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	30.3643	3187.500	3023.438	3304.688	281.250			1
2481	Spectrogram 1	1	16230.741200000	16231.130640000	3283.250	3581.727	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	30.7412	3398.438	3304.688	3562.500	257.812			1
2482	Spectrogram 1	1	16230.628100000	16231.092920000	3112.691	3411.168	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	30.6281	3351.562	3210.938	3398.438	187.500			1
2483	Spectrogram 1	1	16230.841700000	16231.231140000	3453.808	3837.564	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	30.8417	3609.375	3515.625	3773.438	257.812			1
2484	Spectrogram 1	1	16231.118100000	16231.444730000	3517.767	3880.204	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	31.1181	3609.375	3562.500	3773.438	210.938			1
2485	Spectrogram 1	1	16231.369300000	16231.746180000	3219.290	3645.686	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	31.3693	3421.875	3304.688	3609.375	304.688			1
2486	Spectrogram 1	1	16231.809000000	16232.185890000	3006.092	3432.488	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	31.8090	3351.562	3093.750	3421.875	328.125			1
2487	Spectrogram 1	1	16232.173400000	16232.587970000	3048.732	3432.488	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	32.1734	3351.562	3140.625	3421.875	281.250			1
2488	Spectrogram 1	1	16232.512500000	16232.889390000	3134.011	3475.128	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	32.5125	3375.000	3234.375	3445.312	210.938			1
2489	Spectrogram 1	1	16232.587900000	16233.002470000	3517.767	3773.605	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	32.5879	3609.375	3539.062	3750.000	210.938			1
2490	Spectrogram 1	1	16232.964800000	16233.417060000	3197.970	3517.767	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	32.9648	3375.000	3281.250	3468.750	187.500			1
2491	Spectrogram 1	1	16233.165800000	16233.467310000	3517.767	3794.925	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	33.1658	3609.375	3562.500	3750.000	187.500			1
2492	Spectrogram 1	1	16233.467300000	16233.768800000	3368.529	3730.965	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	33.4673	3585.938	3375.000	3726.562	351.562			1
2493	Spectrogram 1	1	16233.781400000	16234.145720000	2984.772	3368.529	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	33.7814	3328.125	3046.875	3351.562	304.688			1
2494	Spectrogram 1	1	16234.158300000	16234.598000000	3048.732	3432.488	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	34.1583	3351.562	3140.625	3421.875	281.250			1
2495	Spectrogram 1	1	16234.447200000	16234.798960000	3134.011	3517.767	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	34.4472	3375.000	3234.375	3468.750	234.375			1
2496	Spectrogram 1	1	16234.158300000	16234.447240000	3475.128	3858.884	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	34.1583	3609.375	3539.062	3773.438	234.375			1
2497	Spectrogram 1	1	16234.384400000	16234.798970000	3389.849	3773.605	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	34.3844	3609.375	3398.438	3750.000	351.562			1
