Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)	Source	Shape	Pulses
2353	Spectrogram 1	1	16209.510000000	16209.861760000	1854.823	2195.940	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	9.5100	2015.625	1875.000	2156.250	281.250			1
2354	Spectrogram 1	1	16212.085400000	16212.349220000	1812.183	2238.579	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	12.0854	2039.062	1875.000	2203.125	328.125			1
2355	Spectrogram 1	1	16215.502500000	16215.804000000	1833.503	2259.899	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	15.5025	2015.625	1851.562	2203.125	351.562			1
2356	Spectrogram 1	1	16216.105500000	16216.444700000	1833.503	2302.539	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	16.1055	2039.062	1851.562	2250.000	398.438			1
2357	Spectrogram 1	1	16219.082900000	16219.309030000	1662.945	2238.579	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	19.0829	2015.625	1710.938	2203.125	492.188			1
2358	Spectrogram 1	1	16223.593000000	16223.919630000	1940.102	2238.579	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	23.5930	2039.062	1945.312	2203.125	257.812			1
2359	Spectrogram 1	1	16225.251200000	16225.540140000	1876.143	2238.579	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	25.2512	2039.062	1921.875	2203.125	281.250			1
2360	Spectrogram 1	1	16220.100500000	16220.339190000	1812.183	2238.579	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	20.1005	2039.062	1875.000	2203.125	328.125			1
2361	Spectrogram 1	1	16228.530100000	16228.869300000	1812.183	2195.940	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	28.5301	2015.625	1828.125	2156.250	328.125			1
2362	Spectrogram 1	1	16230.967300000	16231.344180000	1833.503	2195.940	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	30.9673	2015.625	1851.562	2156.250	304.688			1
2363	Spectrogram 1	1	16231.909500000	16232.261260000	1790.863	2259.899	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	31.9095	2015.625	1828.125	2226.562	398.438			1
2364	Spectrogram 1	1	16233.731100000	16233.994920000	1790.863	2174.620	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	33.7311	2015.625	1851.562	2156.250	304.688			1
2365	Spectrogram 1	1	16235.515100000	16235.753800000	1790.863	2238.579	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	35.5151	2039.062	1851.562	2203.125	351.562			1
2366	Spectrogram 1	1	16239.246200000	16239.560270000	1854.823	2238.579	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	39.2462	2039.062	1898.438	2203.125	304.688			1
2367	Spectrogram 1	1	16242.902000000	16243.203500000	1897.462	2238.579	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	42.9020	2039.062	1921.875	2203.125	281.250			1
2368	Spectrogram 1	1	16248.241200000	16248.479890000	1918.782	2238.579	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	48.2412	2039.062	1945.312	2203.125	257.812			1
2369	Spectrogram 1	1	16247.939700000	16248.203520000	1876.143	2174.620	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	47.9397	2039.062	1921.875	2156.250	234.375			1
2370	Spectrogram 1	1	16246.683400000	16246.922090000	1812.183	2217.259	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	46.6834	2015.625	1875.000	2179.688	304.688			1
2371	Spectrogram 1	1	16258.831600000	16259.133110000	1598.985	2174.620	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	58.8316	1992.188	1687.500	2156.250	468.750			1
2372	Spectrogram 1	1	16259.459800000	16259.698490000	1833.503	2259.899	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	59.4598	2039.062	1875.000	2226.562	351.562			1
2373	Spectrogram 1	1	16204.698500000	16205.025130000	3581.727	3922.844	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	4.6985	3679.688	3585.938	3773.438	187.500			1
2374	Spectrogram 1	1	16204.974900000	16205.376910000	3432.488	3752.285	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	4.9749	3609.375	3492.188	3750.000	257.812			1
2375	Spectrogram 1	1	16205.150800000	16205.490000000	3006.092	3475.128	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	5.1508	3375.000	3117.188	3445.312	328.125			1
2376	Spectrogram 1	1	16205.854300000	16206.319120000	3432.488	3837.564	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	5.8543	3632.812	3492.188	3750.000	257.812			1
2377	Spectrogram 1	1	16205.816600000	16206.168360000	3240.610	3560.407	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	5.8166	3375.000	3304.688	3539.062	234.375			1
2378	Spectrogram 1	1	16205.942200000	16206.356770000	3091.371	3389.849	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	5.9422	3328.125	3117.188	3375.000	257.812			1
2379	Spectrogram 1	1	16206.331600000	16206.695920000	3581.727	3794.925	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	6.3316	3632.812	3585.938	3773.438	187.500			1
2380	Spectrogram 1	1	16206.633200000	16206.947270000	3411.168	3837.564	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	6.6332	3609.375	3421.875	3773.438	351.562			1
2381	Spectrogram 1	1	16206.871900000	16207.185970000	3325.889	3667.006	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	6.8719	3515.625	3351.562	3609.375	257.812			1
2382	Spectrogram 1	1	16206.834200000	16207.311590000	2984.772	3453.808	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	6.8342	3351.562	3093.750	3421.875	328.125			1
2383	Spectrogram 1	1	16207.638200000	16207.638200000	3347.209	3453.808	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	7.6382	3351.562	3351.562	3421.875	70.312			
2384	Spectrogram 1	1	16207.638200000	16208.002520000	3048.732	3347.209	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	7.6382	3304.688	3093.750	3328.125	234.375			1
2385	Spectrogram 1	1	16207.625600000	16207.977350000	3304.569	3624.366	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	7.6256	3468.750	3328.125	3609.375	281.250			1
2386	Spectrogram 1	1	16207.550300000	16207.902060000	3496.448	3816.245	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	7.5503	3609.375	3539.062	3750.000	210.938			1
2387	Spectrogram 1	1	16208.530100000	16208.894420000	3283.250	3688.326	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	8.5301	3492.188	3328.125	3632.812	304.688			1
2388	Spectrogram 1	1	16208.517600000	16208.894490000	3517.767	3880.204	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	8.5176	3609.375	3539.062	3773.438	234.375			1
2389	Spectrogram 1	1	16207.889400000	16208.417040000	3539.087	3922.844	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	7.8894	3656.250	3562.500	3773.438	210.938			1
2390	Spectrogram 1	1	16208.806500000	16209.233640000	2942.133	3368.529	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	8.8065	3328.125	3000.000	3351.562	351.562			1
2391	Spectrogram 1	1	16209.020100000	16209.459800000	3411.168	3816.245	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	9.0201	3609.375	3421.875	3750.000	328.125			1
2392	Spectrogram 1	1	16209.309000000	16209.761260000	3027.412	3475.128	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	9.3090	3351.562	3140.625	3421.875	281.250			1
2393	Spectrogram 1	1	16209.673400000	16210.163350000	3624.366	3901.524	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	9.6734	3703.125	3632.812	3820.312	187.500			1
2394	Spectrogram 1	1	16209.761300000	16210.150750000	3432.488	3709.646	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	9.7613	3585.938	3468.750	3703.125	234.375			1
2395	Spectrogram 1	1	16210.000000000	16210.351760000	3304.569	3688.326	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	10.0000	3492.188	3328.125	3632.812	304.688			1
2396	Spectrogram 1	1	16210.150800000	16210.540250000	3432.488	3773.605	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	10.1508	3609.375	3515.625	3750.000	234.375			1
2397	Spectrogram 1	1	16210.515100000	16210.929670000	3475.128	3837.564	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	10.5151	3609.375	3539.062	3773.438	234.375			1
2398	Spectrogram 1	1	16210.276400000	16210.716100000	3091.371	3347.209	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	10.2764	3304.688	3117.188	3328.125	210.938			1
2399	Spectrogram 1	1	16211.218600000	16211.582920000	3219.290	3517.767	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	11.2186	3375.000	3281.250	3468.750	187.500			1
2400	Spectrogram 1	1	16211.457300000	16211.821620000	3112.691	3389.849	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	11.4573	3351.562	3140.625	3375.000	234.375			1
2401	Spectrogram 1	1	16211.582900000	16211.972350000	3389.849	3560.407	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	11.5829	3398.438	3398.438	3539.062	140.625			1
2402	Spectrogram 1	1	16211.595500000	16211.997510000	3539.087	3794.925	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	11.5955	3609.375	3562.500	3750.000	187.500			1
2403	Spectrogram 1	1	16212.047700000	16212.474840000	3475.128	3794.925	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	12.0477	3609.375	3539.062	3750.000	210.938			1
2404	Spectrogram 1	1	16211.959800000	16212.386940000	3006.092	3283.250	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	11.9598	3140.625	3023.438	3281.250	257.812			1
2405	Spectrogram 1	1	16212.876900000	16213.329160000	3368.529	3624.366	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	12.8769	3539.062	3375.000	3609.375	234.375			1
2406	Spectrogram 1	1	16212.876900000	16213.379410000	3283.250	3496.448	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	12.8769	3375.000	3304.688	3445.312	140.625			1
2407	Spectrogram 1	1	16212.889400000	16213.366790000	3091.371	3304.569	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	12.8894	3187.500	3093.750	3281.250	187.500			1
2408	Spectrogram 1	1	16213.454800000	16213.969870000	3432.488	3773.605	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	13.4548	3632.812	3468.750	3750.000	281.250			1
2409	Spectrogram 1	1	16213.228600000	16213.643170000	3155.331	3411.168	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	13.2286	3351.562	3257.812	3398.438	140.625			1
2410	Spectrogram 1	1	16213.856800000	16214.221120000	2920.813	3283.250	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	13.8568	3117.188	2953.125	3281.250	328.125			1
2411	Spectrogram 1	1	16213.819100000	16214.195980000	3581.727	3858.884	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	13.8191	3656.250	3585.938	3773.438	187.500			1
2412	Spectrogram 1	1	16214.082900000	16214.585410000	3347.209	3560.407	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	14.0829	3398.438	3351.562	3539.062	187.500			1
2413	Spectrogram 1	1	16214.183400000	16214.673350000	3070.052	3411.168	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	14.1834	3351.562	3140.625	3398.438	257.812			1
2414	Spectrogram 1	1	16214.547700000	16214.949710000	3155.331	3517.767	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	14.5477	3375.000	3257.812	3468.750	210.938			1
2415	Spectrogram 1	1	16214.899500000	16215.263820000	3496.448	3816.245	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	14.8995	3609.375	3539.062	3750.000	210.938			1
2416	Spectrogram 1	1	16215.251300000	16215.615620000	3475.128	3709.646	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	15.2513	3585.938	3539.062	3703.125	164.062			1
2417	Spectrogram 1	1	16215.050300000	16215.515120000	3091.371	3517.767	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	15.0503	3351.562	3187.500	3468.750	281.250			1
2418	Spectrogram 1	1	16215.603000000	16215.979880000	3070.052	3411.168	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	15.6030	3351.562	3117.188	3398.438	281.250			1
2419	Spectrogram 1	1	16216.005000000	16216.369320000	3006.092	3261.930	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	16.0050	3117.188	3023.438	3257.812	234.375			1
2420	Spectrogram 1	1	16216.030100000	16216.444670000	3261.930	3496.448	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	16.0301	3375.000	3304.688	3445.312	140.625			1
2421	Spectrogram 1	1	16215.565300000	16215.917060000	3283.250	3624.366	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	15.5653	3445.312	3328.125	3609.375	281.250			1
2422	Spectrogram 1	1	16216.419600000	16216.871860000	3539.087	3794.925	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	16.4196	3632.812	3562.500	3750.000	187.500			1
2423	Spectrogram 1	1	16216.934700000	16217.311580000	3411.168	3688.326	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	16.9347	3585.938	3421.875	3632.812	210.938			1
2424	Spectrogram 1	1	16216.871900000	16217.386980000	3176.651	3475.128	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	16.8719	3375.000	3304.688	3445.312	140.625			1
2425	Spectrogram 1	1	16217.311500000	16217.763760000	3048.732	3325.889	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	17.3115	3257.812	3070.312	3304.688	234.375			1
2426	Spectrogram 1	1	16217.663300000	16218.115560000	3283.250	3517.767	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	17.6633	3375.000	3304.688	3468.750	164.062			1
2427	Spectrogram 1	1	16218.027600000	16218.467300000	3048.732	3432.488	S1130_048K_LVR_10458035_20250527_043000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250527_043000.flac	18.0276	3351.562	3140.625	3421.875	281.250			1
