Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 25% (Hz)	Freq 75% (Hz)	Freq 95% (Hz)	BW 50% (Hz)	BW 90% (Hz)	Center Time Rel.	Time 5% Rel.	Time 25% Rel.	Time 75% Rel.	Time 95% Rel.	Dur 50% (s)	Dur 90% (s)	colour	source	type	site
1479	Spectrogram 1	1	22025.383503037	22025.652320148	3514.286	3742.857	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	27.3835	3585.938	3515.625	3539.062	3632.812	3703.125	93.75	187.5	0.5	0	0.25	0.75	0.9167	0.128	0.2347	green	NA	NA	LVR
1480	Spectrogram 1	1	22027.623645628	22027.865581028	3285.714	3528.571	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	29.6236	3421.875	3375	3398.438	3445.312	3468.75	46.875	93.75	0.9091	0.4545	0.5455	0.9091	1	0.0853	0.128	green	NA	NA	LVR
1486	Spectrogram 1	1	22031.431888033	22031.736547426	3514.286	3785.714	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	33.4319	3585.938	3515.625	3539.062	3656.25	3750	117.188	234.375	0.4615	0	0.3077	0.7692	1	0.128	0.2773	green	NA	NA	LVR
1490	Spectrogram 1	1	22034.711456787	22034.944431617	3357.143	3528.571	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	36.7115	3421.875	3375	3398.438	3445.312	3468.75	46.875	93.75	0.9	0.5	0.6	1	1	0.0853	0.1067	green	NA	NA	LVR
1491	Spectrogram 1	1	22034.424718535	22034.675614506	3342.857	3528.571	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	36.4247	3421.875	3375	3398.438	3445.312	3468.75	46.875	93.75	0.9091	0.4545	0.6364	0.9091	1	0.064	0.128	green	NA	NA	LVR
1492	Spectrogram 1	1	22034.200704276	22034.478481958	3542.857	3771.429	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	36.2007	3609.375	3562.5	3585.938	3679.688	3750	93.75	187.5	0.5	0	0.1667	0.75	0.9167	0.1493	0.2347	green	NA	NA	LVR
1493	Spectrogram 1	1	22035.965936638	22036.198911468	3300	3571.429	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	37.9659	3421.875	3375	3398.438	3445.312	3515.625	46.875	140.625	0.9	0.4	0.6	1	1	0.0853	0.128	green	NA	NA	LVR
1494	Spectrogram 1	1	22037.139771356	22037.327943334	3328.571	3542.857	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	39.1398	3398.438	3351.562	3375	3421.875	3515.625	46.875	164.062	0.75	0.375	0.75	0.875	1	0.0213	0.1067	green	NA	NA	LVR
1498	Spectrogram 1	1	22038.161276378	22038.448014629	3314.286	3542.857	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	40.1613	3421.875	3375	3398.438	3445.312	3492.188	46.875	117.188	0.7692	0.3846	0.5385	0.8462	1	0.0853	0.1707	green	NA	NA	LVR
1500	Spectrogram 1	1	22039.272387103	22039.523283073	3342.857	3585.714	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	41.2724	3421.875	3375	3398.438	3445.312	3515.625	46.875	140.625	0.9091	0.4545	0.6364	0.9091	1	0.064	0.128	green	NA	NA	LVR
1505	Spectrogram 1	1	22041.817189087	22042.121848479	3228.571	3600	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	43.8172	3421.875	3351.562	3398.438	3445.312	3515.625	46.875	164.062	0.7692	0.3846	0.5385	0.8462	1	0.0853	0.1707	green	NA	NA	LVR
1509	Spectrogram 1	1	22046.718621077	22046.933674765	3314.286	3557.143	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	48.7186	3421.875	3375	3398.438	3445.312	3492.188	46.875	117.188	0.9	0.5	0.6	1	1	0.0853	0.1067	green	NA	NA	LVR
1511	Spectrogram 1	1	22049.084211653	22049.361989334	3271.429	3600	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	51.0842	3421.875	3375	3398.438	3445.312	3539.062	46.875	164.062	0.8333	0.4167	0.5	0.8333	0.9167	0.0853	0.128	green	NA	NA	LVR
1523	Spectrogram 1	1	22055.741915435	22056.001771975	3314.286	3528.571	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	57.7419	3421.875	3375	3398.438	3445.312	3468.75	46.875	93.75	0.8333	0.4167	0.5833	0.8333	0.9167	0.064	0.128	green	NA	NA	LVR
1526	Spectrogram 1	1	22057.283133537	22057.534029508	3300	3514.286	S1130_048K_LVR_10458035_20250519_234500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250519_234500.flac	59.2831	3421.875	3351.562	3398.438	3445.312	3468.75	46.875	117.188	0.9	0.5	0.6	1	1	0.0853	0.1067	green	NA	NA	LVR
1527	Spectrogram 1	1	22606.109316181	22606.270606447	257.143	1214.286	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	8.1093	585.938	281.25	398.438	843.75	1125	445.312	843.75	0.5	0	0.1667	0.8333	1	0.0853	0.128	green	NA	NA	LVR
1528	Spectrogram 1	1	22610.706088778	22610.867379045	57.143	1157.143	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	12.7061	281.25	70.312	117.188	585.938	1031.25	468.75	960.938	0.4286	0	0.2857	0.7143	1	0.064	0.1493	green	NA	NA	LVR
1529	Spectrogram 1	1	22608.331537631	22608.510749039	0	2571.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	10.3315	281.25	0	70.312	1101.562	2250	1031.25	2250	0.4286	0	0.2857	0.7143	1	0.064	0.1493	green	NA	NA	LVR
1530	Spectrogram 1	1	22623.779560941	22623.940851208	314.286	2528.571	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	25.7796	1101.562	375	585.938	1828.125	2367.188	1242.188	1992.188	0.5714	0	0.2857	0.8571	1	0.0853	0.1493	green	NA	NA	LVR
1533	Spectrogram 1	1	22633.152317543	22633.31360781	14.286	1442.857	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	35.1523	210.938	23.438	70.312	585.938	1218.75	515.625	1195.312	0.5	0	0.1667	0.8333	1	0.0853	0.128	green	NA	NA	LVR
1534	Spectrogram 1	1	22632.623643892	22632.775973588	57.143	1171.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	34.6236	281.25	70.312	117.188	585.938	1031.25	468.75	960.938	0.5	0	0.3333	0.8333	1	0.064	0.128	green	NA	NA	LVR
1535	Spectrogram 1	1	22634.818983631	22634.971313328	357.143	1228.571	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	36.819	656.25	375	492.188	937.5	1148.438	445.312	773.438	0.5	0	0.1667	0.8333	1	0.0853	0.128	green	NA	NA	LVR
1538	Spectrogram 1	1	22654.505356724	22654.621844139	42.857	1057.143	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	56.5054	210.938	46.875	93.75	492.188	937.5	398.438	890.625	0.6	0	0.2	0.8	1	0.064	0.1067	green	NA	NA	LVR
1543	Spectrogram 1	1	22598.035842281	22598.268817111	3214.286	3428.571	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	0.0358	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.5	0.2	0.3	0.6	0.8	0.064	0.128	green	NA	NA	LVR
1544	Spectrogram 1	1	22599.657705518	22599.917562058	3242.857	3500	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	1.6577	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4167	0.1667	0.25	0.5	0.6667	0.064	0.128	green	NA	NA	LVR
1545	Spectrogram 1	1	22601.100357346	22601.369174457	3257.143	3471.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	3.1004	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4167	0.1667	0.25	0.5	0.6667	0.064	0.128	green	NA	NA	LVR
1546	Spectrogram 1	1	22602.695338871	22602.937274271	3228.571	3514.286	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	4.6953	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.5	0.2	0.3	0.6	0.8	0.064	0.128	green	NA	NA	LVR
1547	Spectrogram 1	1	22604.084227278	22604.353044389	3271.429	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	6.0842	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4167	0.1667	0.25	0.5	0.6667	0.064	0.128	green	NA	NA	LVR
1548	Spectrogram 1	1	22605.679208803	22605.948025914	3271.429	3500	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	7.6792	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1549	Spectrogram 1	1	22607.103939491	22607.417559454	3300	3457.143	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	9.1039	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.3571	0.1429	0.2143	0.4286	0.5714	0.064	0.128	green	NA	NA	LVR
1550	Spectrogram 1	1	22608.573473031	22608.806447861	3271.429	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	10.5735	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.5	0.2	0.3	0.6	0.8	0.064	0.128	green	NA	NA	LVR
1551	Spectrogram 1	1	22609.926519156	22610.168454556	3257.143	3471.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	11.9265	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.5	0.2	0.3	0.6	0.8	0.064	0.128	green	NA	NA	LVR
1552	Spectrogram 1	1	22610.356626534	22610.616483074	3257.143	3514.286	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	12.3566	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1553	Spectrogram 1	1	22611.324368133	22611.584224674	3242.857	3471.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	13.3244	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4167	0.1667	0.25	0.5	0.6667	0.064	0.128	green	NA	NA	LVR
1555	Spectrogram 1	1	22612.632611407	22612.847665095	3271.429	3500	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	14.6326	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.5556	0.2222	0.3333	0.6667	0.8889	0.064	0.128	green	NA	NA	LVR
1556	Spectrogram 1	1	22614.603936887	22614.872753998	3214.286	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	16.6039	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4167	0.1667	0.25	0.5	0.6667	0.064	0.128	green	NA	NA	LVR
1557	Spectrogram 1	1	22616.378129819	22616.611104649	3228.571	3500	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	18.3781	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.5	0.2	0.3	0.6	0.8	0.064	0.128	green	NA	NA	LVR
1558	Spectrogram 1	1	22617.731175945	22617.982071915	3271.429	3514.286	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	19.7312	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.5	0.2	0.3	0.6	0.8	0.064	0.128	green	NA	NA	LVR
1559	Spectrogram 1	1	22619.209670055	22619.469526595	3271.429	3514.286	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	21.2097	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1560	Spectrogram 1	1	22620.383504773	22620.688164165	3257.143	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	22.3835	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.3846	0.1538	0.2308	0.4615	0.6154	0.064	0.128	green	NA	NA	LVR
1561	Spectrogram 1	1	22621.709669187	22621.960565157	3242.857	3471.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	23.7097	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1562	Spectrogram 1	1	22622.946227897	22623.206084438	3271.429	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	24.9462	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1563	Spectrogram 1	1	22624.030456911	22624.317195163	3257.143	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	26.0305	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4167	0.1667	0.25	0.5	0.6667	0.064	0.128	green	NA	NA	LVR
1564	Spectrogram 1	1	22625.150528207	22625.392463607	3228.571	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	27.1505	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1565	Spectrogram 1	1	22626.324362925	22626.593180036	3214.286	3514.286	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	28.3244	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4167	0.1667	0.25	0.5	0.6667	0.064	0.128	green	NA	NA	LVR
1566	Spectrogram 1	1	22627.462355361	22627.784935895	3242.857	3471.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	29.4624	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.3571	0.1429	0.2143	0.4286	0.5714	0.064	0.128	green	NA	NA	LVR
1568	Spectrogram 1	1	22628.779559205	22629.066297457	3228.571	3514.286	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	30.7796	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4167	0.1667	0.25	0.5	0.6667	0.064	0.128	green	NA	NA	LVR
1569	Spectrogram 1	1	22630.087802478	22630.338698449	3257.143	3471.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	32.0878	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1570	Spectrogram 1	1	22631.422927463	22631.8351137	3271.429	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	33.4229	3375	3351.562	3351.562	3375	3421.875	23.438	70.312	0.2632	0.1053	0.1579	0.3158	0.4737	0.064	0.1493	green	NA	NA	LVR
1571	Spectrogram 1	1	22634.361994543	22634.603929943	3242.857	3442.857	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	36.362	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1572	Spectrogram 1	1	22635.589592683	22635.876330935	3200	3500	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	37.5896	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4167	0.1667	0.25	0.5	0.6667	0.064	0.128	green	NA	NA	LVR
1573	Spectrogram 1	1	22637.2472982	22637.516115311	3214.286	3471.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	39.2473	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4167	0.1667	0.25	0.5	0.6667	0.064	0.128	green	NA	NA	LVR
1574	Spectrogram 1	1	22638.680989459	22638.976688281	3228.571	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	40.681	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.3846	0.1538	0.2308	0.4615	0.6154	0.064	0.128	green	NA	NA	LVR
1575	Spectrogram 1	1	22639.989232732	22640.293892125	3228.571	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	41.9892	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.3846	0.1538	0.2308	0.4615	0.6154	0.064	0.128	green	NA	NA	LVR
1576	Spectrogram 1	1	22641.297476006	22641.539411405	3271.429	3471.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	43.2975	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1577	Spectrogram 1	1	22642.686364412	22642.928299812	3228.571	3528.571	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	44.6864	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1578	Spectrogram 1	1	22644.137976811	22644.388872782	3257.143	3471.429	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	46.138	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
1579	Spectrogram 1	1	22645.670234344	22645.921130314	3257.143	3514.286	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	47.6702	3375	3351.562	3351.562	3375	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.064	0.128	green	NA	NA	LVR
