Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)
562	Spectrogram 1	1	666810.390551797	666810.847540886	0.000	468.900	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	18.5663
563	Spectrogram 1	1	666811.277648263	666811.779440204	0.000	381.000	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	19.4534
564	Spectrogram 1	1	666811.465820241	666811.582307656	410.300	732.600	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	19.6416
565	Spectrogram 1	1	666811.134279137	666811.322451115	0.000	483.500	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	19.3100
566	Spectrogram 1	1	666810.937146589	666811.107397426	0.000	468.900	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	19.1129
567	Spectrogram 1	1	666811.763524897	666812.104026571	0.000	556.800	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	19.9393
568	Spectrogram 1	1	666812.354922541	666813.000083607	0.000	644.700	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	20.5307
569	Spectrogram 1	1	666813.286821859	666813.474993837	0.000	937.700	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	21.4626
570	Spectrogram 1	1	666813.591481252	666813.797574370	0.000	542.100	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	21.7672
571	Spectrogram 1	1	666816.154204376	666816.360297494	0.000	410.300	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	24.3300
572	Spectrogram 1	1	666816.378218635	666816.548469472	44.000	395.600	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	24.5540
573	Spectrogram 1	1	666816.647035746	666816.799365442	0.000	512.800	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	24.8228
574	Spectrogram 1	1	666816.799365442	666817.005458561	58.600	542.100	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	24.9751
575	Spectrogram 1	1	666814.200800036	666814.496498858	0.000	674.000	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	22.3765
576	Spectrogram 1	1	666818.197214419	666818.564597804	0.000	615.400	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	26.3730
577	Spectrogram 1	1	666833.573553166	666834.630900469	0.000	688.600	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	41.7493
578	Spectrogram 1	1	666836.154197432	666836.360290550	14.700	1260.100	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	44.3299
579	Spectrogram 1	1	666836.494699105	666836.880003631	0.000	659.300	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	44.6705
580	Spectrogram 1	1	666829.027923818	666829.260898647	44.000	424.900	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	37.2037
581	Spectrogram 1	1	666829.798532869	666829.959823136	44.000	615.400	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	37.9743
582	Spectrogram 1	1	666825.345129398	666825.569143657	0.000	1245.400	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	33.5209
583	Spectrogram 1	1	666826.187423012	666826.384555560	0.000	703.300	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	34.3632
584	Spectrogram 1	1	666825.587064798	666826.187423012	0.000	805.900	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	33.7628
585	Spectrogram 1	1	666829.592439751	666829.762690588	29.300	424.900	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	37.7682
586	Spectrogram 1	1	666831.321829831	666831.850503483	0.000	542.100	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	39.4976
587	Spectrogram 1	1	666832.137241735	666832.423979986	0.000	468.900	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	40.3130
588	Spectrogram 1	1	666838.445483272	666838.678458101	0.000	424.900	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	46.6212
589	Spectrogram 1	1	666839.216092323	666839.762687116	0.000	630.000	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	47.3918
590	Spectrogram 1	1	666841.134268721	666841.994483476	0.000	600.700	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	49.3100
591	Spectrogram 1	1	666842.791974238	666843.356490171	0.000	527.500	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	50.9677
592	Spectrogram 1	1	666843.517780438	666843.696991845	0.000	967.000	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	51.6935
593	Spectrogram 1	1	666844.100217512	666844.342152911	0.000	630.000	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	52.2760
594	Spectrogram 1	1	666845.587672192	666845.802725881	0.000	205.100	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	53.7634
595	Spectrogram 1	1	666847.684445658	666847.989105050	0.000	791.200	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	55.8602
596	Spectrogram 1	1	666848.338567295	666848.544660413	0.000	293.000	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	56.5143
597	Spectrogram 1	1	666850.910250989	666851.152186389	0.000	263.700	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	59.0860
598	Spectrogram 1	1	666832.675490296	666832.953267977	29.300	395.600	S1130_048K_MGV_10457639_20250519_164500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_164500.flac	40.8513
599	Spectrogram 1	1	667391.860092281	667391.985540266	14.700	1040.300	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	0.0358
600	Spectrogram 1	1	667393.535718940	667393.750772628	0.000	586.100	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	1.7115
601	Spectrogram 1	1	667394.978370769	667395.121739894	146.500	879.100	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	3.1541
602	Spectrogram 1	1	667396.412062027	667396.537510012	14.700	937.700	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	4.5878
603	Spectrogram 1	1	667394.539302821	667394.673711376	87.900	439.600	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	2.7151
604	Spectrogram 1	1	667393.795575480	667396.689839708	14.700	190.500	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	1.9713
605	Spectrogram 1	1	667397.164749938	667398.822455455	29.300	131.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	5.3405
606	Spectrogram 1	1	667398.222097241	667398.383387507	0.000	322.300	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	6.3979
607	Spectrogram 1	1	667397.451488189	667397.693423589	0.000	556.800	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	5.6272
608	Spectrogram 1	1	667399.118154277	667399.440734811	14.700	410.300	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	7.2939
609	Spectrogram 1	1	667401.152203750	667401.385178580	0.000	542.100	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	9.3280
610	Spectrogram 1	1	667400.507042684	667401.080519187	14.700	644.700	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	8.6828
611	Spectrogram 1	1	667401.573350557	667403.938941134	0.000	161.200	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	9.7491
612	Spectrogram 1	1	667403.481952045	667403.634281742	0.000	2446.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	11.6577
613	Spectrogram 1	1	667403.903098852	667404.145034252	0.000	556.800	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	12.0789
614	Spectrogram 1	1	667401.474784283	667401.609192839	29.300	424.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	9.6505
615	Spectrogram 1	1	667404.512417637	667404.718510756	14.700	366.300	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	12.6882
616	Spectrogram 1	1	667404.736431896	667406.313492281	14.700	175.800	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	12.9122
617	Spectrogram 1	1	667406.062596311	667406.188044296	73.300	322.300	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	14.2384
618	Spectrogram 1	1	667407.469405858	667407.827828672	14.700	586.100	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	15.6451
619	Spectrogram 1	1	667407.935355517	667408.141448635	0.000	278.400	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	16.1111
620	Spectrogram 1	1	667408.679082857	667408.831412553	44.000	395.600	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	16.8548
621	Spectrogram 1	1	667408.822451983	667409.082308524	0.000	219.800	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	16.9982
622	Spectrogram 1	1	667409.324243924	667409.449691909	87.900	395.600	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	17.5000
623	Spectrogram 1	1	667410.641447767	667410.775856323	14.700	468.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	18.8172
624	Spectrogram 1	1	667410.919225449	667411.035712863	58.600	424.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	19.0950
625	Spectrogram 1	1	667411.125318567	667411.367253967	0.000	761.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	19.3011
626	Spectrogram 1	1	667415.157639999	667415.372693688	29.300	439.600	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	23.3334
627	Spectrogram 1	1	667415.784879925	667415.946170191	29.300	717.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	23.9606
628	Spectrogram 1	1	667431.483799205	667431.689892323	14.700	2402.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	39.6595
629	Spectrogram 1	1	667432.523225367	667432.675555063	0.000	1084.200	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	40.6990
630	Spectrogram 1	1	667432.406737952	667432.532185938	0.000	1142.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	40.5825
631	Spectrogram 1	1	667432.209605404	667432.406737952	0.000	1142.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	40.3854
632	Spectrogram 1	1	667432.693476204	667432.935411604	0.000	410.300	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	40.8692
633	Spectrogram 1	1	667432.209605404	667432.944372174	0.000	1142.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	40.3854
634	Spectrogram 1	1	667435.193475336	667435.417489595	0.000	410.300	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	43.3692
635	Spectrogram 1	1	667451.211869264	667451.382120101	0.000	1069.600	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	59.3876
636	Spectrogram 1	1	667450.238208212	667451.662938900	0.000	131.900	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	58.4140
637	Spectrogram 1	1	667418.383380563	667418.562591970	0.000	322.300	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	26.5591
638	Spectrogram 1	1	667420.014204370	667420.229258058	0.000	498.200	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	28.1900
639	Spectrogram 1	1	667421.447895628	667421.689831028	0.000	439.600	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	29.6236
640	Spectrogram 1	1	667422.836784035	667422.998074301	0.000	454.200	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	31.0125
641	Spectrogram 1	1	667423.042877153	667423.320654834	0.000	644.700	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	31.2186
642	Spectrogram 1	1	667412.119941878	667412.415640700	0.000	688.600	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	20.2957
643	Spectrogram 1	1	667426.421012181	667426.636065869	0.000	747.300	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	34.5968
644	Spectrogram 1	1	667426.653987010	667426.985528114	0.000	791.200	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	34.8297
645	Spectrogram 1	1	667427.944309143	667428.087678269	0.000	1113.600	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	36.1201
646	Spectrogram 1	1	667426.985528114	667427.290187506	0.000	879.100	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	35.1613
647	Spectrogram 1	1	667427.281226936	667427.729255454	0.000	835.200	S1130_048K_MGV_10457639_20250519_170000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP MGV\S1130_048K_MGV_10457639_20250519_170000.flac	35.4570
